H1,Er1,W1,W2,T1,Zo
11.8,3.8,4,3.5,0.7,110.8593
11.9,3.8,4,3.5,0.7,111.1768
12,3.8,4,3.5,0.7,111.5043
12.1,3.8,4,3.5,0.7,111.8168
12.2,3.8,4,3.5,0.7,112.1268
12.3,3.8,4,3.5,0.7,112.4329
12.4,3.8,4,3.5,0.7,112.7381
12.5,3.8,4,3.5,0.7,113.0409
12.6,3.8,4,3.5,0.7,113.3413
12.7,3.8,4,3.5,0.7,113.6395
12.8,3.8,4,3.5,0.7,113.9354
12.9,3.8,4,3.5,0.7,114.2291
13,3.8,4,3.5,0.7,114.5192
13.1,3.8,4,3.5,0.7,114.826
13.2,3.8,4,3.5,0.7,115.1132
13.3,3.8,4,3.5,0.7,115.3983
13.4,3.8,4,3.5,0.7,115.6814
13.5,3.8,4,3.5,0.7,115.9624
13.6,3.8,4,3.5,0.7,116.2414
13.7,3.8,4,3.5,0.7,116.5171
13.8,3.8,4,3.5,0.7,116.7922
13.9,3.8,4,3.5,0.7,117.0653
14,3.8,4,3.5,0.7,117.3366
14.1,3.8,4,3.5,0.7,117.6059
14.2,3.8,4,3.5,0.7,117.8735
14.3,3.8,4,3.5,0.7,118.1497
14.4,3.8,4,3.5,0.7,118.4137
14.5,3.8,4,3.5,0.7,118.6745
14.6,3.8,4,3.5,0.7,118.9349
14.7,3.8,4,3.5,0.7,119.1936
14.8,3.8,4,3.5,0.7,119.4552
14.9,3.8,4,3.5,0.7,119.7105
15,3.8,4,3.5,0.7,119.9537
2,4,4,3.5,0.7,47.9225
2.1,4,4,3.5,0.7,49.3558
2.2,4,4,3.5,0.7,50.7209
2.3,4,4,3.5,0.7,52.0596
2.4,4,4,3.5,0.7,53.3495
2.5,4,4,3.5,0.7,54.6019
2.6,4,4,3.5,0.7,55.8153
2.7,4,4,3.5,0.7,57.0008
2.8,4,4,3.5,0.7,58.1556
2.9,4,4,3.5,0.7,59.2673
3,4,4,3.5,0.7,60.3385
3.1,4,4,3.5,0.7,61.406
3.2,4,4,3.5,0.7,62.4357
3.3,4,4,3.5,0.7,63.4404
3.4,4,4,3.5,0.7,64.4199
3.5,4,4,3.5,0.7,65.3759
3.6,4,4,3.5,0.7,66.3203
3.7,4,4,3.5,0.7,67.245
3.8,4,4,3.5,0.7,68.1375
3.9,4,4,3.5,0.7,69.0107
4,4,4,3.5,0.7,69.8647
4.1,4,4,3.5,0.7,70.7007
4.2,4,4,3.5,0.7,71.5159
4.3,4,4,3.5,0.7,72.318
4.4,4,4,3.5,0.7,73.1148
4.5,4,4,3.5,0.7,73.8856
4.6,4,4,3.5,0.7,74.6415
4.7,4,4,3.5,0.7,75.3831
4.8,4,4,3.5,0.7,76.1256
4.9,4,4,3.5,0.7,76.8406
5,4,4,3.5,0.7,77.5423
5.1,4,4,3.5,0.7,78.2319
5.2,4,4,3.5,0.7,78.9097
5.3,4,4,3.5,0.7,79.5853
5.4,4,4,3.5,0.7,80.2403
5.5,4,4,3.5,0.7,80.8988
5.6,4,4,3.5,0.7,81.5328
5.7,4,4,3.5,0.7,82.1559
5.8,4,4,3.5,0.7,82.7697
5.9,4,4,3.5,0.7,83.3741
6,4,4,3.5,0.7,83.9616
6.1,4,4,3.5,0.7,84.5475
6.2,4,4,3.5,0.7,85.1468
6.3,4,4,3.5,0.7,85.715
6.4,4,4,3.5,0.7,86.2758
6.5,4,4,3.5,0.7,86.8119
6.6,4,4,3.5,0.7,87.3564
6.7,4,4,3.5,0.7,87.8934
6.8,4,4,3.5,0.7,88.4217
6.9,4,4,3.5,0.7,88.9442
7,4,4,3.5,0.7,89.4721
7.1,4,4,3.5,0.7,89.981
7.2,4,4,3.5,0.7,90.4832
7.3,4,4,3.5,0.7,90.9924
7.4,4,4,3.5,0.7,91.4819
7.5,4,4,3.5,0.7,91.9652
7.6,4,4,3.5,0.7,92.4417
7.7,4,4,3.5,0.7,92.9131
7.8,4,4,3.5,0.7,93.3789
7.9,4,4,3.5,0.7,93.8522
8,4,4,3.5,0.7,94.3072
8.1,4,4,3.5,0.7,94.7569
8.2,4,4,3.5,0.7,95.2013
8.3,4,4,3.5,0.7,95.6397
8.4,4,4,3.5,0.7,96.0741
8.5,4,4,3.5,0.7,96.5037
8.6,4,4,3.5,0.7,96.9391
8.7,4,4,3.5,0.7,97.3717
8.8,4,4,3.5,0.7,97.7581
8.9,4,4,3.5,0.7,98.1839
9,4,4,3.5,0.7,98.5907
9.1,4,4,3.5,0.7,98.9933
9.2,4,4,3.5,0.7,99.3918
9.3,4,4,3.5,0.7,99.7846
9.4,4,4,3.5,0.7,100.1749
9.5,4,4,3.5,0.7,100.5612
9.6,4,4,3.5,0.7,100.9437
9.7,4,4,3.5,0.7,101.3225
9.8,4,4,3.5,0.7,101.6975
9.9,4,4,3.5,0.7,102.0829
10,4,4,3.5,0.7,102.4579
10.1,4,4,3.5,0.7,102.8223
10.2,4,4,3.5,0.7,103.1833
10.3,4,4,3.5,0.7,103.5409
10.4,4,4,3.5,0.7,103.8952
10.5,4,4,3.5,0.7,104.2462
10.6,4,4,3.5,0.7,104.5911
10.7,4,4,3.5,0.7,104.9358
10.8,4,4,3.5,0.7,105.276
10.9,4,4,3.5,0.7,105.6276
11,4,4,3.5,0.7,105.9634
11.1,4,4,3.5,0.7,106.2962
11.2,4,4,3.5,0.7,106.6261
11.3,4,4,3.5,0.7,106.9533
11.4,4,4,3.5,0.7,107.2776
11.5,4,4,3.5,0.7,107.6047
11.6,4,4,3.5,0.7,107.9236
11.7,4,4,3.5,0.7,108.2399
11.8,4,4,3.5,0.7,108.5536
11.9,4,4,3.5,0.7,108.8648
12,4,4,3.5,0.7,109.1857
12.1,4,4,3.5,0.7,109.492
12.2,4,4,3.5,0.7,109.7958
12.3,4,4,3.5,0.7,110.0958
12.4,4,4,3.5,0.7,110.3948
12.5,4,4,3.5,0.7,110.6915
12.6,4,4,3.5,0.7,110.986
12.7,4,4,3.5,0.7,111.2782
12.8,4,4,3.5,0.7,111.5682
12.9,4,4,3.5,0.7,111.856
13,4,4,3.5,0.7,112.1402
13.1,4,4,3.5,0.7,112.4409
13.2,4,4,3.5,0.7,112.7224
13.3,4,4,3.5,0.7,113.0018
13.4,4,4,3.5,0.7,113.2792
13.5,4,4,3.5,0.7,113.5546
13.6,4,4,3.5,0.7,113.828
13.7,4,4,3.5,0.7,114.0982
13.8,4,4,3.5,0.7,114.3677
13.9,4,4,3.5,0.7,114.6354
14,4,4,3.5,0.7,114.9012
14.1,4,4,3.5,0.7,115.1652
14.2,4,4,3.5,0.7,115.4273
14.3,4,4,3.5,0.7,115.6981
14.4,4,4,3.5,0.7,115.9568
14.5,4,4,3.5,0.7,116.2124
14.6,4,4,3.5,0.7,116.4676
14.7,4,4,3.5,0.7,116.7211
14.8,4,4,3.5,0.7,116.9774
14.9,4,4,3.5,0.7,117.2276
15,4,4,3.5,0.7,117.466
2,4.2,4,3.5,0.7,46.9192
2.1,4.2,4,3.5,0.7,48.3247
2.2,4.2,4,3.5,0.7,49.6634
2.3,4.2,4,3.5,0.7,50.9763
2.4,4.2,4,3.5,0.7,52.2414
2.5,4.2,4,3.5,0.7,53.4697
2.6,4.2,4,3.5,0.7,54.6598
2.7,4.2,4,3.5,0.7,55.8224
2.8,4.2,4,3.5,0.7,56.955
2.9,4.2,4,3.5,0.7,58.0455
3,4.2,4,3.5,0.7,59.0962
3.1,4.2,4,3.5,0.7,60.1431
3.2,4.2,4,3.5,0.7,61.1531
3.3,4.2,4,3.5,0.7,62.1386
3.4,4.2,4,3.5,0.7,63.0993
3.5,4.2,4,3.5,0.7,64.0371
3.6,4.2,4,3.5,0.7,64.9633
3.7,4.2,4,3.5,0.7,65.8703
3.8,4.2,4,3.5,0.7,66.7458
3.9,4.2,4,3.5,0.7,67.6023
4,4.2,4,3.5,0.7,68.44
4.1,4.2,4,3.5,0.7,69.26
4.2,4.2,4,3.5,0.7,70.0595
4.3,4.2,4,3.5,0.7,70.8463
4.4,4.2,4,3.5,0.7,71.6278
4.5,4.2,4,3.5,0.7,72.3839
4.6,4.2,4,3.5,0.7,73.1254
4.7,4.2,4,3.5,0.7,73.8528
4.8,4.2,4,3.5,0.7,74.5811
4.9,4.2,4,3.5,0.7,75.2824
5,4.2,4,3.5,0.7,75.9707
5.1,4.2,4,3.5,0.7,76.6472
5.2,4.2,4,3.5,0.7,77.3119
5.3,4.2,4,3.5,0.7,77.9746
5.4,4.2,4,3.5,0.7,78.6171
5.5,4.2,4,3.5,0.7,79.263
5.6,4.2,4,3.5,0.7,79.8849
5.7,4.2,4,3.5,0.7,80.496
5.8,4.2,4,3.5,0.7,81.0982
5.9,4.2,4,3.5,0.7,81.6909
6,4.2,4,3.5,0.7,82.2673
6.1,4.2,4,3.5,0.7,82.8421
6.2,4.2,4,3.5,0.7,83.4298
6.3,4.2,4,3.5,0.7,83.9872
6.4,4.2,4,3.5,0.7,84.5372
6.5,4.2,4,3.5,0.7,85.0631
6.6,4.2,4,3.5,0.7,85.5972
6.7,4.2,4,3.5,0.7,86.1239
6.8,4.2,4,3.5,0.7,86.6421
6.9,4.2,4,3.5,0.7,87.1546
7,4.2,4,3.5,0.7,87.6724
7.1,4.2,4,3.5,0.7,88.1715
7.2,4.2,4,3.5,0.7,88.6641
7.3,4.2,4,3.5,0.7,89.1635
7.4,4.2,4,3.5,0.7,89.6436
7.5,4.2,4,3.5,0.7,90.1177
7.6,4.2,4,3.5,0.7,90.585
7.7,4.2,4,3.5,0.7,91.0475
7.8,4.2,4,3.5,0.7,91.5044
7.9,4.2,4,3.5,0.7,91.9686
8,4.2,4,3.5,0.7,92.4148
8.1,4.2,4,3.5,0.7,92.8559
8.2,4.2,4,3.5,0.7,93.2918
8.3,4.2,4,3.5,0.7,93.7218
8.4,4.2,4,3.5,0.7,94.1479
8.5,4.2,4,3.5,0.7,94.5692
8.6,4.2,4,3.5,0.7,94.9963
8.7,4.2,4,3.5,0.7,95.4205
8.8,4.2,4,3.5,0.7,95.7994
8.9,4.2,4,3.5,0.7,96.217
9,4.2,4,3.5,0.7,96.6161
9.1,4.2,4,3.5,0.7,97.011
9.2,4.2,4,3.5,0.7,97.4017
9.3,4.2,4,3.5,0.7,97.787
9.4,4.2,4,3.5,0.7,98.1698
9.5,4.2,4,3.5,0.7,98.5487
9.6,4.2,4,3.5,0.7,98.9239
9.7,4.2,4,3.5,0.7,99.2954
9.8,4.2,4,3.5,0.7,99.6632
9.9,4.2,4,3.5,0.7,100.0412
10,4.2,4,3.5,0.7,100.409
10.1,4.2,4,3.5,0.7,100.7664
10.2,4.2,4,3.5,0.7,101.1204
10.3,4.2,4,3.5,0.7,101.4711
10.4,4.2,4,3.5,0.7,101.8186
10.5,4.2,4,3.5,0.7,102.163
10.6,4.2,4,3.5,0.7,102.5012
10.7,4.2,4,3.5,0.7,102.8393
10.8,4.2,4,3.5,0.7,103.1729
10.9,4.2,4,3.5,0.7,103.5179
11,4.2,4,3.5,0.7,103.8471
11.1,4.2,4,3.5,0.7,104.1736
11.2,4.2,4,3.5,0.7,104.4972
11.3,4.2,4,3.5,0.7,104.818
11.4,4.2,4,3.5,0.7,105.1362
11.5,4.2,4,3.5,0.7,105.457
11.6,4.2,4,3.5,0.7,105.7697
11.7,4.2,4,3.5,0.7,106.0799
11.8,4.2,4,3.5,0.7,106.3876
11.9,4.2,4,3.5,0.7,106.6927
12,4.2,4,3.5,0.7,107.0075
12.1,4.2,4,3.5,0.7,107.3079
12.2,4.2,4,3.5,0.7,107.6059
12.3,4.2,4,3.5,0.7,107.9001
12.4,4.2,4,3.5,0.7,108.1934
12.5,4.2,4,3.5,0.7,108.4844
12.6,4.2,4,3.5,0.7,108.7732
12.7,4.2,4,3.5,0.7,109.0597
12.8,4.2,4,3.5,0.7,109.3441
12.9,4.2,4,3.5,0.7,109.6264
13,4.2,4,3.5,0.7,109.9052
13.1,4.2,4,3.5,0.7,110.2001
13.2,4.2,4,3.5,0.7,110.4761
13.3,4.2,4,3.5,0.7,110.7502
13.4,4.2,4,3.5,0.7,111.0222
13.5,4.2,4,3.5,0.7,111.2923
13.6,4.2,4,3.5,0.7,111.5605
13.7,4.2,4,3.5,0.7,111.8254
13.8,4.2,4,3.5,0.7,112.0898
13.9,4.2,4,3.5,0.7,112.3523
14,4.2,4,3.5,0.7,112.613
14.1,4.2,4,3.5,0.7,112.8719
14.2,4.2,4,3.5,0.7,113.129
14.3,4.2,4,3.5,0.7,113.3946
14.4,4.2,4,3.5,0.7,113.6483
14.5,4.2,4,3.5,0.7,113.8989
14.6,4.2,4,3.5,0.7,114.1492
14.7,4.2,4,3.5,0.7,114.3979
14.8,4.2,4,3.5,0.7,114.6493
14.9,4.2,4,3.5,0.7,114.8946
15,4.2,4,3.5,0.7,115.1286
2,4.4,4,3.5,0.7,45.9771
2.1,4.4,4,3.5,0.7,47.3564
2.2,4.4,4,3.5,0.7,48.6702
2.3,4.4,4,3.5,0.7,49.9587
2.4,4.4,4,3.5,0.7,51.2003
2.5,4.4,4,3.5,0.7,52.4058
2.6,4.4,4,3.5,0.7,53.5739
2.7,4.4,4,3.5,0.7,54.7151
2.8,4.4,4,3.5,0.7,55.8267
2.9,4.4,4,3.5,0.7,56.8971
3,4.4,4,3.5,0.7,57.9283
3.1,4.4,4,3.5,0.7,58.956
3.2,4.4,4,3.5,0.7,59.9474
3.3,4.4,4,3.5,0.7,60.9147
3.4,4.4,4,3.5,0.7,61.8577
3.5,4.4,4,3.5,0.7,62.7782
3.6,4.4,4,3.5,0.7,63.6874
3.7,4.4,4,3.5,0.7,64.5776
3.8,4.4,4,3.5,0.7,65.437
3.9,4.4,4,3.5,0.7,66.2777
4,4.4,4,3.5,0.7,67.1
4.1,4.4,4,3.5,0.7,67.9049
4.2,4.4,4,3.5,0.7,68.6897
4.3,4.4,4,3.5,0.7,69.462
4.4,4.4,4,3.5,0.7,70.2291
4.5,4.4,4,3.5,0.7,70.9712
4.6,4.4,4,3.5,0.7,71.6991
4.7,4.4,4,3.5,0.7,72.4132
4.8,4.4,4,3.5,0.7,73.128
4.9,4.4,4,3.5,0.7,73.8164
5,4.4,4,3.5,0.7,74.492
5.1,4.4,4,3.5,0.7,75.156
5.2,4.4,4,3.5,0.7,75.8086
5.3,4.4,4,3.5,0.7,76.459
5.4,4.4,4,3.5,0.7,77.0897
5.5,4.4,4,3.5,0.7,77.7237
5.6,4.4,4,3.5,0.7,78.3341
5.7,4.4,4,3.5,0.7,78.934
5.8,4.4,4,3.5,0.7,79.5251
5.9,4.4,4,3.5,0.7,80.1069
6,4.4,4,3.5,0.7,80.6727
6.1,4.4,4,3.5,0.7,81.2369
6.2,4.4,4,3.5,0.7,81.8139
6.3,4.4,4,3.5,0.7,82.3609
6.4,4.4,4,3.5,0.7,82.9008
6.5,4.4,4,3.5,0.7,83.417
6.6,4.4,4,3.5,0.7,83.9413
6.7,4.4,4,3.5,0.7,84.4583
6.8,4.4,4,3.5,0.7,84.9669
6.9,4.4,4,3.5,0.7,85.47
7,4.4,4,3.5,0.7,85.9782
7.1,4.4,4,3.5,0.7,86.4682
7.2,4.4,4,3.5,0.7,86.9517
7.3,4.4,4,3.5,0.7,87.4419
7.4,4.4,4,3.5,0.7,87.9131
7.5,4.4,4,3.5,0.7,88.3785
7.6,4.4,4,3.5,0.7,88.8372
7.7,4.4,4,3.5,0.7,89.2911
7.8,4.4,4,3.5,0.7,89.7395
7.9,4.4,4,3.5,0.7,90.1952
8,4.4,4,3.5,0.7,90.6332
8.1,4.4,4,3.5,0.7,91.0661
8.2,4.4,4,3.5,0.7,91.494
8.3,4.4,4,3.5,0.7,91.916
8.4,4.4,4,3.5,0.7,92.3342
8.5,4.4,4,3.5,0.7,92.7478
8.6,4.4,4,3.5,0.7,93.167
8.7,4.4,4,3.5,0.7,93.5834
8.8,4.4,4,3.5,0.7,93.9552
8.9,4.4,4,3.5,0.7,94.3651
9,4.4,4,3.5,0.7,94.7567
9.1,4.4,4,3.5,0.7,95.1443
9.2,4.4,4,3.5,0.7,95.5279
9.3,4.4,4,3.5,0.7,95.906
9.4,4.4,4,3.5,0.7,96.2818
9.5,4.4,4,3.5,0.7,96.6537
9.6,4.4,4,3.5,0.7,97.0219
9.7,4.4,4,3.5,0.7,97.3865
9.8,4.4,4,3.5,0.7,97.7476
9.9,4.4,4,3.5,0.7,98.1186
10,4.4,4,3.5,0.7,98.4795
10.1,4.4,4,3.5,0.7,98.8303
10.2,4.4,4,3.5,0.7,99.1778
10.3,4.4,4,3.5,0.7,99.5221
10.4,4.4,4,3.5,0.7,99.8631
10.5,4.4,4,3.5,0.7,100.2011
10.6,4.4,4,3.5,0.7,100.5331
10.7,4.4,4,3.5,0.7,100.865
10.8,4.4,4,3.5,0.7,101.1924
10.9,4.4,4,3.5,0.7,101.531
11,4.4,4,3.5,0.7,101.8541
11.1,4.4,4,3.5,0.7,102.1745
11.2,4.4,4,3.5,0.7,102.4921
11.3,4.4,4,3.5,0.7,102.807
11.4,4.4,4,3.5,0.7,103.1193
11.5,4.4,4,3.5,0.7,103.4341
11.6,4.4,4,3.5,0.7,103.7411
11.7,4.4,4,3.5,0.7,104.0456
11.8,4.4,4,3.5,0.7,104.3475
11.9,4.4,4,3.5,0.7,104.647
12,4.4,4,3.5,0.7,104.956
12.1,4.4,4,3.5,0.7,105.2508
12.2,4.4,4,3.5,0.7,105.5433
12.3,4.4,4,3.5,0.7,105.832
12.4,4.4,4,3.5,0.7,106.1199
12.5,4.4,4,3.5,0.7,106.4055
12.6,4.4,4,3.5,0.7,106.6889
12.7,4.4,4,3.5,0.7,106.9702
12.8,4.4,4,3.5,0.7,107.2493
12.9,4.4,4,3.5,0.7,107.5264
13,4.4,4,3.5,0.7,107.8
13.1,4.4,4,3.5,0.7,108.0894
13.2,4.4,4,3.5,0.7,108.3604
13.3,4.4,4,3.5,0.7,108.6293
13.4,4.4,4,3.5,0.7,108.8963
13.5,4.4,4,3.5,0.7,109.1614
13.6,4.4,4,3.5,0.7,109.4246
13.7,4.4,4,3.5,0.7,109.6847
13.8,4.4,4,3.5,0.7,109.9441
13.9,4.4,4,3.5,0.7,110.2018
14,4.4,4,3.5,0.7,110.4576
14.1,4.4,4,3.5,0.7,110.7117
14.2,4.4,4,3.5,0.7,110.9641
14.3,4.4,4,3.5,0.7,111.2247
14.4,4.4,4,3.5,0.7,111.4737
14.5,4.4,4,3.5,0.7,111.7197
14.6,4.4,4,3.5,0.7,111.9654
14.7,4.4,4,3.5,0.7,112.2094
14.8,4.4,4,3.5,0.7,112.4561
14.9,4.4,4,3.5,0.7,112.6969
15,4.4,4,3.5,0.7,112.9267
2,4.6,4,3.5,0.7,45.0902
2.1,4.6,4,3.5,0.7,46.4446
2.2,4.6,4,3.5,0.7,47.7349
2.3,4.6,4,3.5,0.7,49.0003
2.4,4.6,4,3.5,0.7,50.2197
2.5,4.6,4,3.5,0.7,51.4037
2.6,4.6,4,3.5,0.7,52.551
2.7,4.6,4,3.5,0.7,53.6718
2.8,4.6,4,3.5,0.7,54.7636
2.9,4.6,4,3.5,0.7,55.815
3,4.6,4,3.5,0.7,56.8279
3.1,4.6,4,3.5,0.7,57.8372
3.2,4.6,4,3.5,0.7,58.8109
3.3,4.6,4,3.5,0.7,59.7611
3.4,4.6,4,3.5,0.7,60.6873
3.5,4.6,4,3.5,0.7,61.5915
3.6,4.6,4,3.5,0.7,62.4845
3.7,4.6,4,3.5,0.7,63.359
3.8,4.6,4,3.5,0.7,64.2031
3.9,4.6,4,3.5,0.7,65.0289
4,4.6,4,3.5,0.7,65.8366
4.1,4.6,4,3.5,0.7,66.6272
4.2,4.6,4,3.5,0.7,67.398
4.3,4.6,4,3.5,0.7,68.1566
4.4,4.6,4,3.5,0.7,68.9101
4.5,4.6,4,3.5,0.7,69.639
4.6,4.6,4,3.5,0.7,70.354
4.7,4.6,4,3.5,0.7,71.0554
4.8,4.6,4,3.5,0.7,71.7575
4.9,4.6,4,3.5,0.7,72.4337
5,4.6,4,3.5,0.7,73.0973
5.1,4.6,4,3.5,0.7,73.7496
5.2,4.6,4,3.5,0.7,74.3905
5.3,4.6,4,3.5,0.7,75.0294
5.4,4.6,4,3.5,0.7,75.6489
5.5,4.6,4,3.5,0.7,76.2717
5.6,4.6,4,3.5,0.7,76.8712
5.7,4.6,4,3.5,0.7,77.4605
5.8,4.6,4,3.5,0.7,78.041
5.9,4.6,4,3.5,0.7,78.6125
6,4.6,4,3.5,0.7,79.1684
6.1,4.6,4,3.5,0.7,79.7225
6.2,4.6,4,3.5,0.7,80.2892
6.3,4.6,4,3.5,0.7,80.8266
6.4,4.6,4,3.5,0.7,81.3569
6.5,4.6,4,3.5,0.7,81.8639
6.6,4.6,4,3.5,0.7,82.3789
6.7,4.6,4,3.5,0.7,82.8867
6.8,4.6,4,3.5,0.7,83.3863
6.9,4.6,4,3.5,0.7,83.8804
7,4.6,4,3.5,0.7,84.3797
7.1,4.6,4,3.5,0.7,84.8609
7.2,4.6,4,3.5,0.7,85.3358
7.3,4.6,4,3.5,0.7,85.8173
7.4,4.6,4,3.5,0.7,86.2801
7.5,4.6,4,3.5,0.7,86.7372
7.6,4.6,4,3.5,0.7,87.1877
7.7,4.6,4,3.5,0.7,87.6336
7.8,4.6,4,3.5,0.7,88.074
7.9,4.6,4,3.5,0.7,88.5216
8,4.6,4,3.5,0.7,88.9518
8.1,4.6,4,3.5,0.7,89.377
8.2,4.6,4,3.5,0.7,89.7973
8.3,4.6,4,3.5,0.7,90.2118
8.4,4.6,4,3.5,0.7,90.6226
8.5,4.6,4,3.5,0.7,91.0287
8.6,4.6,4,3.5,0.7,91.4405
8.7,4.6,4,3.5,0.7,91.8495
8.8,4.6,4,3.5,0.7,92.2145
8.9,4.6,4,3.5,0.7,92.6171
9,4.6,4,3.5,0.7,93.0018
9.1,4.6,4,3.5,0.7,93.3825
9.2,4.6,4,3.5,0.7,93.7592
9.3,4.6,4,3.5,0.7,94.1306
9.4,4.6,4,3.5,0.7,94.4996
9.5,4.6,4,3.5,0.7,94.865
9.6,4.6,4,3.5,0.7,95.2266
9.7,4.6,4,3.5,0.7,95.5847
9.8,4.6,4,3.5,0.7,95.9393
9.9,4.6,4,3.5,0.7,96.3037
10,4.6,4,3.5,0.7,96.6583
10.1,4.6,4,3.5,0.7,97.0028
10.2,4.6,4,3.5,0.7,97.3441
10.3,4.6,4,3.5,0.7,97.6822
10.4,4.6,4,3.5,0.7,98.0172
10.5,4.6,4,3.5,0.7,98.3491
10.6,4.6,4,3.5,0.7,98.6752
10.7,4.6,4,3.5,0.7,99.0012
10.8,4.6,4,3.5,0.7,99.3227
10.9,4.6,4,3.5,0.7,99.6553
11,4.6,4,3.5,0.7,99.9727
11.1,4.6,4,3.5,0.7,100.2874
11.2,4.6,4,3.5,0.7,100.5993
11.3,4.6,4,3.5,0.7,100.9086
11.4,4.6,4,3.5,0.7,101.2153
11.5,4.6,4,3.5,0.7,101.5245
11.6,4.6,4,3.5,0.7,101.826
11.7,4.6,4,3.5,0.7,102.125
11.8,4.6,4,3.5,0.7,102.4216
11.9,4.6,4,3.5,0.7,102.7158
12,4.6,4,3.5,0.7,103.0192
12.1,4.6,4,3.5,0.7,103.3088
12.2,4.6,4,3.5,0.7,103.596
12.3,4.6,4,3.5,0.7,103.8796
12.4,4.6,4,3.5,0.7,104.1623
12.5,4.6,4,3.5,0.7,104.4428
12.6,4.6,4,3.5,0.7,104.7212
12.7,4.6,4,3.5,0.7,104.9974
12.8,4.6,4,3.5,0.7,105.2716
12.9,4.6,4,3.5,0.7,105.5437
13,4.6,4,3.5,0.7,105.8124
13.1,4.6,4,3.5,0.7,106.0967
13.2,4.6,4,3.5,0.7,106.3628
13.3,4.6,4,3.5,0.7,106.6269
13.4,4.6,4,3.5,0.7,106.8892
13.5,4.6,4,3.5,0.7,107.1495
13.6,4.6,4,3.5,0.7,107.408
13.7,4.6,4,3.5,0.7,107.6634
13.8,4.6,4,3.5,0.7,107.9182
13.9,4.6,4,3.5,0.7,108.1712
14,4.6,4,3.5,0.7,108.4225
14.1,4.6,4,3.5,0.7,108.6721
14.2,4.6,4,3.5,0.7,108.9199
14.3,4.6,4,3.5,0.7,109.1759
14.4,4.6,4,3.5,0.7,109.4205
14.5,4.6,4,3.5,0.7,109.6621
14.6,4.6,4,3.5,0.7,109.9033
14.7,4.6,4,3.5,0.7,110.143
14.8,4.6,4,3.5,0.7,110.3853
14.9,4.6,4,3.5,0.7,110.6218
15,4.6,4,3.5,0.7,110.8475
2,4.8,4,3.5,0.7,44.2531
2.1,4.8,4,3.5,0.7,45.584
2.2,4.8,4,3.5,0.7,46.852
2.3,4.8,4,3.5,0.7,48.0955
2.4,4.8,4,3.5,0.7,49.2939
2.5,4.8,4,3.5,0.7,50.4575
2.6,4.8,4,3.5,0.7,51.585
2.7,4.8,4,3.5,0.7,52.6865
2.8,4.8,4,3.5,0.7,53.7596
2.9,4.8,4,3.5,0.7,54.7929
3,4.8,4,3.5,0.7,55.7884
3.1,4.8,4,3.5,0.7,56.7804
3.2,4.8,4,3.5,0.7,57.7374
3.3,4.8,4,3.5,0.7,58.6713
3.4,4.8,4,3.5,0.7,59.5817
3.5,4.8,4,3.5,0.7,60.4703
3.6,4.8,4,3.5,0.7,61.348
3.7,4.8,4,3.5,0.7,62.2075
3.8,4.8,4,3.5,0.7,63.0371
3.9,4.8,4,3.5,0.7,63.8488
4,4.8,4,3.5,0.7,64.6426
4.1,4.8,4,3.5,0.7,65.4198
4.2,4.8,4,3.5,0.7,66.1772
4.3,4.8,4,3.5,0.7,66.9228
4.4,4.8,4,3.5,0.7,67.6634
4.5,4.8,4,3.5,0.7,68.3799
4.6,4.8,4,3.5,0.7,69.0826
4.7,4.8,4,3.5,0.7,69.772
4.8,4.8,4,3.5,0.7,70.462
4.9,4.8,4,3.5,0.7,71.1267
5,4.8,4,3.5,0.7,71.7789
5.1,4.8,4,3.5,0.7,72.42
5.2,4.8,4,3.5,0.7,73.05
5.3,4.8,4,3.5,0.7,73.6779
5.4,4.8,4,3.5,0.7,74.2867
5.5,4.8,4,3.5,0.7,74.8989
5.6,4.8,4,3.5,0.7,75.4882
5.7,4.8,4,3.5,0.7,76.0673
5.8,4.8,4,3.5,0.7,76.6379
5.9,4.8,4,3.5,0.7,77.1996
6,4.8,4,3.5,0.7,77.7459
6.1,4.8,4,3.5,0.7,78.2906
6.2,4.8,4,3.5,0.7,78.8476
6.3,4.8,4,3.5,0.7,79.3757
6.4,4.8,4,3.5,0.7,79.8969
6.5,4.8,4,3.5,0.7,80.3953
6.6,4.8,4,3.5,0.7,80.9014
6.7,4.8,4,3.5,0.7,81.4005
6.8,4.8,4,3.5,0.7,81.8916
6.9,4.8,4,3.5,0.7,82.3772
7,4.8,4,3.5,0.7,82.8679
7.1,4.8,4,3.5,0.7,83.3408
7.2,4.8,4,3.5,0.7,83.8076
7.3,4.8,4,3.5,0.7,84.2808
7.4,4.8,4,3.5,0.7,84.7357
7.5,4.8,4,3.5,0.7,85.185
7.6,4.8,4,3.5,0.7,85.6277
7.7,4.8,4,3.5,0.7,86.0659
7.8,4.8,4,3.5,0.7,86.4988
7.9,4.8,4,3.5,0.7,86.9387
8,4.8,4,3.5,0.7,87.3615
8.1,4.8,4,3.5,0.7,87.7794
8.2,4.8,4,3.5,0.7,88.1925
8.3,4.8,4,3.5,0.7,88.5998
8.4,4.8,4,3.5,0.7,89.0035
8.5,4.8,4,3.5,0.7,89.4027
8.6,4.8,4,3.5,0.7,89.8074
8.7,4.8,4,3.5,0.7,90.2094
8.8,4.8,4,3.5,0.7,90.568
8.9,4.8,4,3.5,0.7,90.9637
9,4.8,4,3.5,0.7,91.3418
